Date_ID,Full_Date,Day,Month,Quarter,Year,Weekday_Name,Is_Weekend
443,2021-03-19,19,3,1,2021,Friday,False
444,2021-03-20,20,3,1,2021,Saturday,True
445,2021-03-21,21,3,1,2021,Sunday,True
446,2021-03-22,22,3,1,2021,Monday,False
447,2021-03-23,23,3,1,2021,Tuesday,False
448,2021-03-24,24,3,1,2021,Wednesday,False
449,2021-03-25,25,3,1,2021,Thursday,False
450,2021-03-26,26,3,1,2021,Friday,False
451,2021-03-27,27,3,1,2021,Saturday,True
452,2021-03-28,28,3,1,2021,Sunday,True
453,2021-03-29,29,3,1,2021,Monday,False
454,2021-03-30,30,3,1,2021,Tuesday,False
455,2021-03-31,31,3,1,2021,Wednesday,False
456,2021-04-01,1,4,2,2021,Thursday,False
457,2021-04-02,2,4,2,2021,Friday,False
458,2021-04-03,3,4,2,2021,Saturday,True
459,2021-04-04,4,4,2,2021,Sunday,True
460,2021-04-05,5,4,2,2021,Monday,False
461,2021-04-06,6,4,2,2021,Tuesday,False
462,2021-04-07,7,4,2,2021,Wednesday,False
463,2021-04-08,8,4,2,2021,Thursday,False
464,2021-04-09,9,4,2,2021,Friday,False
465,2021-04-10,10,4,2,2021,Saturday,True
466,2021-04-11,11,4,2,2021,Sunday,True
467,2021-04-12,12,4,2,2021,Monday,False
468,2021-04-13,13,4,2,2021,Tuesday,False
469,2021-04-14,14,4,2,2021,Wednesday,False
470,2021-04-15,15,4,2,2021,Thursday,False
471,2021-04-16,16,4,2,2021,Friday,False
472,2021-04-17,17,4,2,2021,Saturday,True
473,2021-04-18,18,4,2,2021,Sunday,True
474,2021-04-19,19,4,2,2021,Monday,False
475,2021-04-20,20,4,2,2021,Tuesday,False
476,2021-04-21,21,4,2,2021,Wednesday,False
477,2021-04-22,22,4,2,2021,Thursday,False
478,2021-04-23,23,4,2,2021,Friday,False
479,2021-04-24,24,4,2,2021,Saturday,True
480,2021-04-25,25,4,2,2021,Sunday,True
481,2021-04-26,26,4,2,2021,Monday,False
482,2021-04-27,27,4,2,2021,Tuesday,False
483,2021-04-28,28,4,2,2021,Wednesday,False
484,2021-04-29,29,4,2,2021,Thursday,False
485,2021-04-30,30,4,2,2021,Friday,False
486,2021-05-01,1,5,2,2021,Saturday,True
487,2021-05-02,2,5,2,2021,Sunday,True
488,2021-05-03,3,5,2,2021,Monday,False
489,2021-05-04,4,5,2,2021,Tuesday,False
490,2021-05-05,5,5,2,2021,Wednesday,False
491,2021-05-06,6,5,2,2021,Thursday,False
492,2021-05-07,7,5,2,2021,Friday,False
493,2021-05-08,8,5,2,2021,Saturday,True
494,2021-05-09,9,5,2,2021,Sunday,True
495,2021-05-10,10,5,2,2021,Monday,False
496,2021-05-11,11,5,2,2021,Tuesday,False
497,2021-05-12,12,5,2,2021,Wednesday,False
498,2021-05-13,13,5,2,2021,Thursday,False
499,2021-05-14,14,5,2,2021,Friday,False
500,2021-05-15,15,5,2,2021,Saturday,True
501,2021-05-16,16,5,2,2021,Sunday,True
502,2021-05-17,17,5,2,2021,Monday,False
503,2021-05-18,18,5,2,2021,Tuesday,False
504,2021-05-19,19,5,2,2021,Wednesday,False
505,2021-05-20,20,5,2,2021,Thursday,False
506,2021-05-21,21,5,2,2021,Friday,False
507,2021-05-22,22,5,2,2021,Saturday,True
508,2021-05-23,23,5,2,2021,Sunday,True
509,2021-05-24,24,5,2,2021,Monday,False
510,2021-05-25,25,5,2,2021,Tuesday,False
511,2021-05-26,26,5,2,2021,Wednesday,False
512,2021-05-27,27,5,2,2021,Thursday,False
513,2021-05-28,28,5,2,2021,Friday,False
514,2021-05-29,29,5,2,2021,Saturday,True
515,2021-05-30,30,5,2,2021,Sunday,True
516,2021-05-31,31,5,2,2021,Monday,False
517,2021-06-01,1,6,2,2021,Tuesday,False
518,2021-06-02,2,6,2,2021,Wednesday,False
519,2021-06-03,3,6,2,2021,Thursday,False
520,2021-06-04,4,6,2,2021,Friday,False
521,2021-06-05,5,6,2,2021,Saturday,True
522,2021-06-06,6,6,2,2021,Sunday,True
523,2021-06-07,7,6,2,2021,Monday,False
524,2021-06-08,8,6,2,2021,Tuesday,False
525,2021-06-09,9,6,2,2021,Wednesday,False
526,2021-06-10,10,6,2,2021,Thursday,False
527,2021-06-11,11,6,2,2021,Friday,False
528,2021-06-12,12,6,2,2021,Saturday,True
529,2021-06-13,13,6,2,2021,Sunday,True
530,2021-06-14,14,6,2,2021,Monday,False
531,2021-06-15,15,6,2,2021,Tuesday,False
532,2021-06-16,16,6,2,2021,Wednesday,False
533,2021-06-17,17,6,2,2021,Thursday,False
534,2021-06-18,18,6,2,2021,Friday,False
535,2021-06-19,19,6,2,2021,Saturday,True
536,2021-06-20,20,6,2,2021,Sunday,True
537,2021-06-21,21,6,2,2021,Monday,False
538,2021-06-22,22,6,2,2021,Tuesday,False
539,2021-06-23,23,6,2,2021,Wednesday,False
540,2021-06-24,24,6,2,2021,Thursday,False
541,2021-06-25,25,6,2,2021,Friday,False
542,2021-06-26,26,6,2,2021,Saturday,True
543,2021-06-27,27,6,2,2021,Sunday,True
544,2021-06-28,28,6,2,2021,Monday,False
545,2021-06-29,29,6,2,2021,Tuesday,False
546,2021-06-30,30,6,2,2021,Wednesday,False
547,2021-07-01,1,7,3,2021,Thursday,False
